article_id,manual_sentiment,manual_category
N003470,neutral,leadership
N003471,neutral,leadership
N003472,neutral,other
N003473,neutral,other
N003474,neutral,leadership
N003476,neutral,ma_ownership
N003477,neutral,other
N003478,neutral,leadership
N003480,neutral,leadership
N003482,neutral,leadership
N003484,neutral,other
N003486,neutral,other
N003489,neutral,leadership
N003493,neutral,ma_ownership
N003496,neutral,ma_ownership
N003501,neutral,leadership
N003502,neutral,market_industry
N003503,neutral,other
N003505,neutral,market_industry
N003506,neutral,other
N003507,neutral,ma_ownership
N003510,neutral,leadership
N003515,neutral,other
N003516,neutral,leadership
N003520,neutral,other
N003521,neutral,other
N003523,positive,project_contract
N003524,neutral,leadership
N003526,neutral,market_industry
N003527,neutral,leadership
N003528,neutral,other
N003529,neutral,other
N003530,neutral,other
N003531,neutral,ma_ownership
N003533,neutral,other
N003534,neutral,other
N003536,neutral,other
N003538,neutral,leadership
N003539,neutral,other
N003540,neutral,legal_regulatory
N003541,neutral,other
N003542,neutral,other
N003543,neutral,other
N003544,neutral,other
N003547,neutral,other
N003548,neutral,other
N003549,neutral,leadership
N003551,neutral,other
N003552,neutral,ma_ownership
N003553,neutral,ma_ownership
N003554,neutral,other
N003559,neutral,ma_ownership
N003561,neutral,leadership
N003562,neutral,other
N003564,neutral,leadership
N003567,neutral,other
N003568,neutral,other
N003569,neutral,ma_ownership
N003570,neutral,other
N003571,neutral,other
N003572,neutral,other
N003574,neutral,other
N003575,neutral,other
N003576,neutral,leadership
N003577,neutral,earnings
N003578,neutral,earnings
N003579,neutral,earnings
N003581,neutral,leadership
N003582,neutral,leadership
N003584,neutral,other
N003585,neutral,market_industry
N003591,neutral,other
N003594,neutral,leadership
N003600,neutral,leadership
N003601,neutral,other
N003604,neutral,leadership
N003607,neutral,market_industry
N003608,neutral,other
N003609,neutral,other
N003611,neutral,leadership
N003614,neutral,other
N003617,neutral,ma_ownership
N003618,neutral,leadership
N003620,neutral,other
N003621,neutral,other
N003626,neutral,other
N003627,neutral,leadership
N003628,positive,market_industry
N003629,neutral,leadership
N003630,neutral,project_contract
N003631,neutral,ma_ownership
N003633,neutral,earnings
N003635,neutral,earnings
N003637,neutral,earnings
N003638,neutral,earnings
N003640,neutral,other
N003642,neutral,other
N003643,neutral,other
N003644,neutral,other
N003645,neutral,other
N003646,positive,project_contract
N003647,neutral,leadership
N003648,neutral,ma_ownership
N003649,neutral,other
N003651,neutral,other
N003652,neutral,leadership
N003655,neutral,other
N003658,positive,market_industry
N003659,neutral,other
N003664,neutral,leadership
N003665,neutral,other
N003666,neutral,other
N003667,neutral,other
N003668,neutral,other
N003670,neutral,other
N003671,neutral,ma_ownership
N003673,neutral,market_industry
N003675,neutral,leadership
N003677,neutral,other
N003680,neutral,leadership
N003681,neutral,other
N003683,neutral,other
N003688,neutral,ma_ownership
N003689,neutral,ma_ownership
N003690,neutral,other
N003693,neutral,other
N003694,neutral,other
N003695,neutral,other
N003697,positive,project_contract
N003701,neutral,other
N003702,neutral,leadership
N003704,neutral,other
N003705,neutral,other
N003708,neutral,other
N003710,neutral,leadership
N003711,neutral,other
N003721,neutral,other
N003723,neutral,leadership
N003724,neutral,other
N003726,neutral,other
N003727,neutral,other
N003728,neutral,leadership
N003733,neutral,other
N003734,neutral,other
N003736,neutral,other
N003737,neutral,market_industry
N003740,neutral,ma_ownership
N003742,neutral,ma_ownership
N003745,neutral,ma_ownership
N003746,neutral,ma_ownership
N003747,neutral,ma_ownership
N003748,neutral,ma_ownership
N003749,neutral,ma_ownership
N003750,neutral,ma_ownership
N000004,positive,earnings
N000014,negative,leadership
N000015,negative,earnings
N000029,positive,earnings
N000066,positive,earnings
N000068,negative,earnings
N000089,positive,earnings
N000093,positive,earnings
N000164,neutral,earnings
N000169,positive,earnings
N000335,positive,ma_ownership
N000458,positive,earnings
N000477,negative,earnings
N000480,positive,earnings
N000495,positive,earnings
N000502,negative,leadership
N000508,positive,earnings
N000515,positive,earnings
N000531,positive,earnings
N000540,positive,earnings
N000548,neutral,project_contract
N000554,positive,earnings
N000560,positive,earnings
N000566,negative,earnings
N000583,positive,earnings
N000588,positive,earnings
N000590,positive,earnings
N000609,positive,earnings
N000613,positive,earnings
N000618,positive,earnings
N000621,positive,earnings
N000622,positive,earnings
N000623,positive,earnings
N000625,positive,earnings
N000633,positive,earnings
N000661,positive,earnings
N000686,positive,earnings
N000717,positive,earnings
N000750,positive,earnings
N000769,positive,earnings
N000779,positive,earnings
N000795,positive,earnings
N000838,neutral,project_contract
N000882,positive,earnings
N000883,neutral,earnings
N000890,positive,earnings
N000895,positive,earnings
N000902,positive,earnings
N000935,positive,earnings
N000985,positive,earnings
N001060,positive,earnings
N001113,positive,earnings
N001123,neutral,project_contract
N001156,positive,earnings
N001158,negative,earnings
N001159,positive,earnings
N001165,positive,earnings
N001167,positive,earnings
N001168,positive,earnings
N001171,positive,earnings
N001174,positive,earnings
N001226,positive,earnings
N001236,positive,earnings
N001238,positive,earnings
N001271,neutral,market_industry
N001276,positive,earnings
N001285,neutral,earnings
N001296,positive,earnings
N001319,positive,earnings
N001335,neutral,earnings
N001345,positive,earnings
N001348,positive,earnings
N001368,positive,earnings
N001390,negative,leadership
N001433,positive,earnings
N001446,negative,earnings
N001578,negative,earnings
N001602,neutral,earnings
N001615,positive,earnings
N001619,negative,leadership
N001626,neutral,ma_ownership
N001630,negative,earnings
N001654,positive,dividend
N001704,positive,earnings
N001729,neutral,debt_bond
N001743,positive,earnings
N001796,neutral,earnings
N001803,neutral,earnings
N001808,neutral,earnings
N001823,positive,earnings
N001825,positive,earnings
N001856,positive,earnings
N001920,positive,earnings
N002001,positive,earnings
N002042,positive,earnings
N002129,negative,leadership
N002136,neutral,leadership
N002137,neutral,leadership
N002138,neutral,leadership
N002141,neutral,leadership
N002143,negative,leadership
N002148,neutral,leadership
N002151,neutral,leadership
N002157,neutral,earnings
N002158,neutral,leadership
N002160,neutral,leadership
N002162,neutral,leadership
N002166,positive,earnings
N002170,negative,leadership
N002175,neutral,ma_ownership
N002176,neutral,ma_ownership
N002177,neutral,ma_ownership
N002178,neutral,leadership
N002179,neutral,ma_ownership
N002180,neutral,leadership
N002181,neutral,leadership
N002182,neutral,ma_ownership
N002185,neutral,debt_bond
N002188,neutral,earnings
N002194,neutral,leadership
N002195,neutral,leadership
N002197,neutral,debt_bond
N002200,negative,legal_regulatory
N002205,positive,earnings
N002206,negative,earnings
N002208,neutral,leadership
N002214,neutral,debt_bond
N002215,neutral,leadership
N002232,neutral,earnings
N002236,neutral,leadership
N002239,neutral,leadership
N002240,neutral,leadership
N002248,neutral,earnings
N002254,neutral,earnings
N002265,neutral,leadership
N002266,positive,earnings
N002267,neutral,leadership
N002271,neutral,leadership
N002272,neutral,debt_bond
N002273,negative,earnings
N002274,neutral,ma_ownership
N002275,neutral,ma_ownership
N002278,neutral,leadership
N002279,neutral,earnings
N002283,neutral,leadership
N002292,neutral,leadership
N002311,neutral,debt_bond
N002312,neutral,leadership
N002313,neutral,leadership
N002316,neutral,leadership
N002317,neutral,leadership
N002327,neutral,debt_bond
N002331,neutral,ma_ownership
N002338,neutral,debt_bond
N002340,neutral,leadership
N002343,positive,earnings
N002344,positive,earnings
N002358,neutral,earnings
N002361,positive,earnings
N002362,positive,dividend
N002367,neutral,capital_issuance
N002370,neutral,leadership
N002374,neutral,leadership
N002376,neutral,leadership
N002377,neutral,leadership
N002381,neutral,leadership
N002384,neutral,leadership
N002387,neutral,debt_bond
N002389,negative,legal_regulatory
N002397,neutral,earnings
N002398,neutral,leadership
N002408,neutral,leadership
N002412,neutral,ma_ownership
N002416,positive,earnings
N002420,negative,leadership
N002428,neutral,leadership
N002432,neutral,leadership
N002435,neutral,leadership
N002450,neutral,debt_bond
N002451,neutral,leadership
N002460,neutral,leadership
N002462,positive,earnings
N002463,neutral,leadership
N002464,neutral,leadership
N002465,neutral,leadership
N002466,neutral,leadership
N002468,positive,earnings
N002471,positive,earnings
N002474,negative,leadership
N002476,neutral,leadership
N002477,neutral,leadership
N002483,neutral,leadership
N002485,neutral,debt_bond
N002486,negative,leadership
N002487,neutral,leadership
N002488,positive,earnings
N002504,neutral,leadership
N002507,neutral,leadership
N002509,neutral,earnings
N002511,neutral,leadership
N002512,neutral,leadership
N002513,neutral,leadership
N002514,neutral,leadership
N002521,neutral,leadership
N002537,neutral,leadership
N002538,negative,leadership
N002549,positive,earnings
N002552,neutral,earnings
N002553,neutral,leadership
N002556,neutral,leadership
N002557,neutral,leadership
N002570,negative,leadership
N002571,neutral,ma_ownership
N002572,neutral,ma_ownership
N002583,neutral,project_contract
N002591,positive,earnings
N002592,neutral,leadership
N002598,positive,earnings
N002599,neutral,earnings
N002602,neutral,leadership
N002605,neutral,leadership
N002619,neutral,leadership
N002636,neutral,leadership
N002637,neutral,leadership
N002646,neutral,leadership
N002651,neutral,project_contract
N002653,positive,earnings
N002654,neutral,leadership
N002657,neutral,leadership
N002661,neutral,leadership
N002667,positive,earnings
N002672,positive,earnings
N002681,negative,legal_regulatory
N002697,neutral,leadership
N002699,positive,earnings
N002714,neutral,leadership
N002715,neutral,leadership
N002723,negative,leadership
N002725,positive,earnings
N002728,neutral,leadership
N002735,neutral,leadership
N002741,neutral,dividend
N002743,neutral,leadership
N002748,positive,earnings
N002754,neutral,earnings
N002755,neutral,legal_regulatory
N002760,neutral,earnings
N002768,positive,earnings
N002777,neutral,leadership
N002779,neutral,leadership
N002780,negative,leadership
N002781,neutral,leadership
N002782,neutral,ma_ownership
N002790,neutral,ma_ownership
N002798,neutral,leadership
N002799,neutral,leadership
N002803,neutral,leadership
N002804,neutral,leadership
N002806,neutral,leadership
N002807,neutral,earnings
N002818,neutral,leadership
N002820,positive,earnings
N002831,neutral,leadership
N002835,neutral,leadership
N002836,neutral,earnings
N002840,neutral,leadership
N002843,neutral,ma_ownership
N002868,negative,leadership
N002872,neutral,market_industry
N002897,neutral,leadership
N002900,neutral,leadership
N002901,neutral,leadership
N002902,neutral,leadership
N002903,neutral,leadership
N002904,neutral,leadership
N002905,neutral,leadership
N002907,neutral,leadership
N002908,negative,leadership
N002909,neutral,leadership
N002914,neutral,earnings
N002920,neutral,legal_regulatory
N002924,neutral,earnings
N002928,neutral,earnings
N002937,neutral,project_contract
N002938,neutral,leadership
N002940,neutral,leadership
N002954,neutral,leadership
N002955,neutral,leadership
N002967,neutral,leadership
N002984,neutral,earnings
N003002,positive,earnings
N003005,positive,earnings
N003021,neutral,earnings
N003032,neutral,leadership
N003035,neutral,leadership
N003038,neutral,leadership
N003041,positive,earnings
N003044,neutral,leadership
N003046,neutral,capital_issuance
N003067,neutral,leadership
N003070,neutral,leadership
N003077,positive,earnings
N003079,neutral,dividend
N003082,neutral,earnings
N003085,neutral,earnings
N003100,neutral,ma_ownership
N003101,neutral,leadership
N003105,neutral,leadership
N003106,positive,earnings
N003107,neutral,leadership
N003108,neutral,leadership
N003118,neutral,earnings
N003121,positive,capital_issuance
N003125,neutral,leadership
N003127,neutral,leadership
N003129,neutral,leadership
N003130,positive,earnings
N003137,neutral,leadership
N003147,neutral,earnings
N003151,neutral,leadership
N003155,neutral,earnings
N003156,neutral,earnings
N003157,neutral,leadership
N003158,neutral,leadership
N003160,neutral,dividend
N003163,neutral,leadership
N003165,neutral,earnings
N003166,neutral,earnings
N003167,neutral,earnings
N003168,neutral,leadership
N003169,positive,earnings
N003181,neutral,earnings
N003183,negative,leadership
N003184,neutral,leadership
N003185,neutral,leadership
N003191,positive,earnings
N003193,neutral,project_contract
N003196,negative,leadership
N003199,negative,leadership
N003205,positive,earnings
N003208,neutral,project_contract
N003212,negative,earnings
N003217,neutral,leadership
N003219,positive,earnings
N003224,neutral,capital_issuance
N003230,neutral,earnings
N003231,positive,earnings
N003234,neutral,debt_bond
N003235,neutral,leadership
N003236,positive,earnings
N003237,neutral,leadership
N003241,neutral,leadership
N003242,neutral,ma_ownership
N003245,neutral,debt_bond
N003248,neutral,leadership
N003249,neutral,leadership
N003250,neutral,leadership
N003253,neutral,earnings
N003256,positive,earnings
N003257,neutral,leadership
N003260,negative,leadership
N003262,neutral,leadership
N003264,neutral,capital_issuance
N003266,neutral,leadership
N003267,neutral,dividend
N003274,neutral,earnings
N003277,neutral,earnings
N003281,neutral,leadership
N003288,neutral,earnings
N003289,positive,earnings
N003292,positive,earnings
N003294,neutral,leadership
N003303,neutral,ma_ownership
N003304,neutral,leadership
N003307,neutral,leadership
N003310,positive,earnings
N003331,neutral,leadership
N003336,positive,earnings
N003340,neutral,leadership
N003343,neutral,leadership
N003344,neutral,leadership
N003350,neutral,leadership
N003351,neutral,leadership
N003352,neutral,leadership
N003353,neutral,leadership
N003354,neutral,leadership
N003355,neutral,leadership
N003360,neutral,leadership
N003364,neutral,earnings
N003365,neutral,dividend
N003369,positive,earnings
N003372,neutral,leadership
N003373,positive,earnings
N003375,positive,earnings
N003378,neutral,leadership
N003386,negative,legal_regulatory
N003393,neutral,leadership
N003394,neutral,leadership
N003395,neutral,leadership
N003404,neutral,leadership
N003409,neutral,earnings
N003411,neutral,earnings
N003412,negative,earnings
N003414,neutral,leadership
N003415,neutral,leadership
N003416,negative,leadership
N003420,neutral,leadership
N003421,neutral,dividend
N003422,neutral,leadership
N003424,neutral,leadership
N003431,neutral,leadership
N003434,negative,leadership
N003436,neutral,leadership
N003446,neutral,leadership
N003448,neutral,leadership
N003450,neutral,leadership
N003452,positive,earnings
N003453,neutral,ma_ownership
N003459,positive,earnings
N003460,neutral,earnings
N003464,positive,earnings
N003487,neutral,leadership
N003488,neutral,leadership
N003490,positive,earnings
N003494,neutral,earnings
N003495,neutral,earnings
N003497,neutral,leadership
N003508,neutral,earnings
N003509,neutral,earnings
N003511,positive,earnings
N003514,neutral,leadership
N003518,neutral,earnings
N003522,neutral,leadership
N003525,neutral,earnings
N003532,neutral,leadership
N003555,neutral,leadership
N003556,neutral,dividend
N003557,positive,earnings
N003558,positive,earnings
N003560,neutral,leadership
N003563,positive,earnings
N003565,neutral,earnings
N003566,neutral,leadership
N003580,neutral,leadership
N003583,neutral,leadership
N003587,neutral,legal_regulatory
N003590,neutral,leadership
N003592,neutral,leadership
N003593,neutral,leadership
N003595,neutral,earnings
N003596,neutral,earnings
N003598,neutral,leadership
N003602,neutral,earnings
N003603,neutral,earnings
N003606,neutral,earnings
N003610,neutral,earnings
N003613,neutral,project_contract
N003615,neutral,leadership
N003616,neutral,leadership
N003619,neutral,leadership
N003622,positive,earnings
N003623,neutral,earnings
N003624,neutral,ma_ownership
N003625,neutral,ma_ownership
N003632,neutral,leadership
N003650,neutral,leadership
N003653,negative,leadership
N003654,negative,leadership
N003656,neutral,leadership
N003657,neutral,leadership
N003660,neutral,earnings
N003661,neutral,earnings
N003663,positive,earnings
N003669,neutral,leadership
N003674,neutral,leadership
N003676,neutral,leadership
N003678,neutral,earnings
N003679,neutral,earnings
N003682,neutral,earnings
N003684,neutral,leadership
N003685,neutral,leadership
N003686,neutral,leadership
N003687,neutral,leadership
N003691,neutral,earnings
N003692,neutral,earnings
N003698,neutral,earnings
N003703,neutral,leadership
N003706,neutral,earnings
N003707,neutral,earnings
N003709,neutral,leadership
N003712,neutral,earnings
N003713,neutral,earnings
N003714,neutral,earnings
N003715,neutral,earnings
N003716,neutral,earnings
N003717,neutral,earnings
N003718,neutral,earnings
N003722,neutral,earnings
N003725,negative,leadership
N003729,neutral,earnings
N003730,neutral,earnings
N003731,neutral,earnings
N003732,neutral,earnings
N003735,neutral,earnings
N003738,neutral,earnings
N003739,neutral,earnings
N003741,neutral,earnings
N003743,neutral,earnings
N003744,neutral,earnings
N003762,neutral,leadership
N003763,neutral,earnings
N003764,neutral,earnings
N003765,neutral,earnings
N003766,neutral,earnings
N003768,neutral,leadership
N003771,negative,leadership
N003772,neutral,earnings
N003773,neutral,leadership
N003774,positive,earnings
N003775,neutral,earnings
N003776,neutral,earnings
N003779,neutral,earnings
N003780,neutral,leadership
N003782,neutral,earnings
N003783,neutral,earnings
N003784,neutral,earnings
N003785,neutral,earnings
N003787,neutral,leadership
N003788,positive,earnings
N003789,neutral,earnings
N003790,positive,earnings
N003791,neutral,earnings
N003792,neutral,earnings
N003793,neutral,earnings
N003797,positive,earnings
N003801,neutral,earnings
N003802,neutral,earnings
N003803,neutral,earnings
N003804,neutral,earnings
N003809,positive,earnings
N003810,neutral,leadership
N003814,neutral,earnings
N003818,negative,earnings
N003822,negative,earnings
N003823,neutral,earnings
N003824,neutral,earnings
N003828,positive,earnings
N003829,neutral,leadership
N003831,neutral,earnings
N003832,neutral,earnings
N003837,positive,earnings
N003838,neutral,earnings
N003839,neutral,earnings
N003840,neutral,earnings
N003841,neutral,leadership
N003843,negative,earnings
N003844,neutral,leadership
N003847,neutral,leadership
N003848,neutral,leadership
N003851,positive,earnings
N003852,neutral,earnings
N003853,positive,earnings
N003854,negative,earnings
N003858,positive,earnings
N003859,neutral,ma_ownership
N003860,neutral,ma_ownership
N003862,neutral,earnings
N003863,neutral,earnings
N003864,neutral,earnings
N003865,neutral,earnings
N003866,neutral,leadership
N003874,neutral,earnings
N003875,neutral,earnings
N003877,neutral,leadership
N003878,neutral,leadership
N003879,negative,leadership
N003881,neutral,leadership
N003886,neutral,earnings
N003889,positive,earnings
N003890,neutral,capital_issuance
N003895,neutral,project_contract
N003898,positive,earnings
N003901,neutral,market_industry
N003905,negative,legal_regulatory
N003912,neutral,leadership
N003913,neutral,earnings
N003914,neutral,leadership
N003915,neutral,leadership
N003916,neutral,leadership
N003917,neutral,leadership
N003918,neutral,leadership
N003921,neutral,leadership
N003923,neutral,leadership
N003929,positive,earnings
N003930,neutral,leadership
N003931,positive,earnings
N003938,neutral,earnings
N003939,neutral,earnings
N003940,neutral,earnings
N003945,neutral,leadership
N003955,neutral,earnings
N003956,neutral,earnings
N003957,positive,earnings
N003960,neutral,leadership
N003963,neutral,earnings
N003964,neutral,leadership
N003967,neutral,leadership
N003971,positive,earnings
N003973,neutral,capital_issuance
N003975,neutral,earnings
N003976,neutral,earnings
N003984,neutral,leadership
N003989,neutral,earnings
N003990,positive,earnings
N003991,neutral,earnings
N003992,neutral,earnings
N003993,neutral,earnings
N003995,neutral,leadership
N003996,neutral,leadership
N003998,neutral,leadership
N004005,neutral,earnings
N004006,neutral,earnings
N004007,neutral,earnings
N004008,neutral,earnings
N004009,neutral,earnings
N004010,neutral,leadership
N004014,neutral,earnings
N004015,neutral,earnings
N004016,neutral,leadership
N004020,positive,earnings
N004021,neutral,earnings
N004022,neutral,earnings
N004023,neutral,project_contract
N004026,neutral,leadership
N004027,neutral,earnings
N004028,neutral,earnings
N004029,neutral,earnings
N004031,neutral,leadership
N004032,neutral,leadership
N004034,neutral,earnings
N004035,neutral,earnings
N004036,neutral,earnings
N004038,neutral,capital_issuance
N004040,positive,earnings
N004041,neutral,earnings
N004042,positive,earnings
N004051,neutral,earnings
N004052,positive,earnings
N004053,neutral,earnings
N004054,neutral,earnings
N004056,positive,earnings
N004066,neutral,leadership
N004069,neutral,leadership
N004070,neutral,earnings
N004073,neutral,leadership
N004074,neutral,earnings
N004075,neutral,earnings
N004077,neutral,leadership
N004080,positive,earnings
N004081,neutral,leadership
N004084,neutral,leadership
N004085,positive,earnings
N004086,neutral,earnings
N004087,neutral,earnings
N004089,neutral,leadership
N004090,neutral,earnings
N004091,neutral,earnings
N004098,neutral,earnings
N004099,neutral,earnings
N004100,neutral,earnings
N004101,positive,earnings
N004102,positive,earnings
N004103,neutral,earnings
N004114,neutral,earnings
N004116,positive,earnings
N004117,neutral,earnings
N004118,neutral,earnings
N004123,neutral,leadership
N004126,positive,earnings
N004127,neutral,earnings
N004128,neutral,earnings
N004131,neutral,leadership
N004132,neutral,leadership
N004134,neutral,earnings
N004135,neutral,earnings
N004136,neutral,leadership
N004137,neutral,debt_bond
N004138,neutral,leadership
N004140,neutral,leadership
N004142,neutral,leadership
N004144,positive,earnings
N004145,neutral,earnings
N004146,neutral,earnings
N004147,neutral,earnings
N004154,neutral,leadership
N004156,positive,earnings
N004160,neutral,leadership
N004161,neutral,leadership
N004162,neutral,leadership
N004164,neutral,ma_ownership
N000006,neutral,dividend
N000007,neutral,dividend
N000010,neutral,capital_issuance
N000063,neutral,legal_regulatory
N000126,neutral,other
N000142,negative,legal_regulatory
N000182,neutral,capital_issuance
N000195,neutral,market_industry
N000202,neutral,capital_issuance
N000209,neutral,capital_issuance
N000222,negative,legal_regulatory
N000232,neutral,market_industry
N000235,neutral,capital_issuance
N000249,neutral,capital_issuance
N000266,neutral,market_industry
N000307,negative,legal_regulatory
N000341,neutral,ma_ownership
N000343,neutral,debt_bond
N000348,neutral,debt_bond
N000357,neutral,capital_issuance
N000371,neutral,capital_issuance
N000449,neutral,debt_bond
N000470,neutral,capital_issuance
N000526,negative,legal_regulatory
N000568,neutral,capital_issuance
N000606,negative,legal_regulatory
N000626,neutral,project_contract
N000630,neutral,debt_bond
N000634,negative,market_industry
N000644,negative,market_industry
N000692,negative,capital_issuance
N000698,negative,capital_issuance
N000707,neutral,debt_bond
N000715,neutral,debt_bond
N000737,neutral,debt_bond
N000747,neutral,capital_issuance
N000757,neutral,other
N000792,neutral,ma_ownership
N000854,neutral,dividend
N000896,negative,legal_regulatory
N000910,negative,legal_regulatory
N000911,neutral,capital_issuance
N000934,neutral,debt_bond
N000978,neutral,debt_bond
N001034,neutral,debt_bond
N001053,neutral,debt_bond
N001122,negative,legal_regulatory
N001124,neutral,debt_bond
N001161,positive,earnings
N001170,positive,earnings
N001179,neutral,debt_bond
N001180,neutral,debt_bond
N001193,positive,earnings
N001280,negative,legal_regulatory
N001313,neutral,debt_bond
N001315,negative,legal_regulatory
N001352,negative,legal_regulatory
N001363,neutral,debt_bond
N001375,negative,legal_regulatory
N001376,neutral,capital_issuance
N001417,neutral,market_industry
N001421,neutral,project_contract
N001429,neutral,capital_issuance
N001430,neutral,ma_ownership
N001478,neutral,capital_issuance
N001485,neutral,ma_ownership
N001510,neutral,capital_issuance
N001518,neutral,leadership
N001568,positive,market_industry
N001605,neutral,capital_issuance
N001632,neutral,capital_issuance
N001692,neutral,capital_issuance
N001712,neutral,leadership
N001713,neutral,leadership
N001722,neutral,debt_bond
N001762,neutral,debt_bond
N001769,negative,legal_regulatory
N001801,neutral,capital_issuance
N001807,neutral,capital_issuance
N001914,neutral,leadership
N001978,neutral,capital_issuance
N001998,neutral,ma_ownership
N002022,neutral,dividend
N002063,negative,legal_regulatory
N002120,negative,leadership
N002134,neutral,market_industry
N002142,positive,project_contract
N002144,neutral,dividend
N002145,neutral,ma_ownership
N002147,neutral,market_industry
N002161,neutral,ma_ownership
N002164,neutral,ma_ownership
N002189,neutral,capital_issuance
N002192,neutral,project_contract
N002193,neutral,ma_ownership
N002199,neutral,dividend
N002202,neutral,debt_bond
N002210,neutral,dividend
N002213,neutral,ma_ownership
N002226,neutral,project_contract
N002231,neutral,debt_bond
N002233,neutral,other
N002235,neutral,debt_bond
N002241,neutral,capital_issuance
N002242,neutral,capital_issuance
N002247,neutral,debt_bond
N002249,neutral,debt_bond
N002251,neutral,capital_issuance
N002255,neutral,leadership
N002286,neutral,dividend
N002287,neutral,capital_issuance
N002294,neutral,ma_ownership
N002295,neutral,ma_ownership
N002298,neutral,capital_issuance
N002336,neutral,ma_ownership
N002352,neutral,capital_issuance
N002356,neutral,ma_ownership
N002379,neutral,ma_ownership
N002380,neutral,ma_ownership
N002388,negative,legal_regulatory
N002393,neutral,ma_ownership
N002396,neutral,leadership
N002402,neutral,ma_ownership
N002417,neutral,dividend
N002418,neutral,project_contract
N002425,neutral,ma_ownership
N002427,neutral,ma_ownership
N002438,neutral,capital_issuance
N002439,neutral,debt_bond
N002453,neutral,capital_issuance
N002458,neutral,capital_issuance
N002475,neutral,debt_bond
N002494,neutral,capital_issuance
N002522,neutral,legal_regulatory
N002528,neutral,capital_issuance
N002529,neutral,capital_issuance
N002574,neutral,ma_ownership
N002576,neutral,dividend
N002582,neutral,dividend
N002589,neutral,market_industry
N002596,neutral,dividend
N002597,neutral,dividend
N002601,neutral,market_industry
N002603,neutral,debt_bond
N002616,neutral,debt_bond
N002617,neutral,debt_bond
N002622,neutral,capital_issuance
N002623,neutral,debt_bond
N002628,neutral,dividend
N002629,neutral,leadership
N002630,neutral,capital_issuance
N002634,neutral,dividend
N002635,neutral,dividend
N002652,neutral,other
N002656,positive,market_industry
N002660,neutral,ma_ownership
N002683,neutral,ma_ownership
N002684,neutral,capital_issuance
N002701,neutral,debt_bond
N002705,neutral,debt_bond
N002706,neutral,debt_bond
N002709,negative,legal_regulatory
N002731,neutral,ma_ownership
N002740,positive,project_contract
N002759,neutral,ma_ownership
N002765,neutral,capital_issuance
N002766,neutral,capital_issuance
N002771,neutral,capital_issuance
N002772,neutral,leadership
N002776,neutral,dividend
N002778,positive,earnings
N002800,neutral,market_industry
N002802,neutral,debt_bond
N002809,neutral,ma_ownership
N002822,neutral,dividend
N002827,neutral,other
N002829,neutral,dividend
N002844,neutral,ma_ownership
N002846,neutral,ma_ownership
N002850,neutral,project_contract
N002855,neutral,leadership
N002863,neutral,capital_issuance
N002869,neutral,ma_ownership
N002876,neutral,debt_bond
N002877,neutral,legal_regulatory
N002878,neutral,debt_bond
N002879,neutral,debt_bond
N002881,neutral,capital_issuance
N002882,neutral,capital_issuance
N002894,neutral,leadership
N002911,neutral,debt_bond
N002912,neutral,debt_bond
N002917,neutral,debt_bond
N002939,neutral,project_contract
N002941,negative,legal_regulatory
N002942,negative,legal_regulatory
N002950,neutral,debt_bond
N002961,neutral,other
N002977,neutral,ma_ownership
N002978,neutral,capital_issuance
N002979,neutral,other
N002981,neutral,capital_issuance
N002988,neutral,ma_ownership
N002997,neutral,debt_bond
N003026,neutral,capital_issuance
N003029,neutral,ma_ownership
N003034,neutral,ma_ownership
N003036,neutral,dividend
N003037,neutral,debt_bond
N003054,neutral,ma_ownership
N003055,neutral,ma_ownership
N003069,neutral,ma_ownership
N003075,neutral,leadership
N003087,neutral,project_contract
N003090,neutral,market_industry
N003092,neutral,dividend
N003094,neutral,dividend
N003103,neutral,earnings
N003113,neutral,ma_ownership
N003134,neutral,earnings
N003135,neutral,capital_issuance
N003136,neutral,capital_issuance
N003142,neutral,capital_issuance
N003145,neutral,capital_issuance
N003148,neutral,dividend
N003173,neutral,ma_ownership
N003176,neutral,capital_issuance
N003192,neutral,debt_bond
N003200,neutral,other
N003213,neutral,ma_ownership
N003215,neutral,debt_bond
N003218,neutral,debt_bond
N003232,neutral,debt_bond
N003233,neutral,capital_issuance
N003244,neutral,debt_bond
N003259,neutral,debt_bond
N003261,neutral,capital_issuance
N003278,neutral,capital_issuance
N003283,neutral,ma_ownership
N003284,neutral,ma_ownership
N003285,negative,legal_regulatory
N003306,neutral,dividend
N003313,neutral,debt_bond
N003321,neutral,debt_bond
N003326,neutral,dividend
N003329,neutral,ma_ownership
N003338,neutral,dividend
N003339,neutral,dividend
N003345,neutral,dividend
N003368,neutral,capital_issuance
N003380,neutral,capital_issuance
N003382,neutral,other
N003383,neutral,capital_issuance
N003385,neutral,ma_ownership
N003390,neutral,leadership
N003410,neutral,dividend
N003423,neutral,other
N003428,neutral,dividend
N003433,neutral,debt_bond
N003438,neutral,ma_ownership
N003439,neutral,dividend
N003440,neutral,ma_ownership
N003441,neutral,ma_ownership
N003442,neutral,ma_ownership
N003449,neutral,capital_issuance
N003454,neutral,dividend
N003462,neutral,debt_bond
N003475,neutral,capital_issuance
N003479,neutral,debt_bond
N003481,neutral,ma_ownership
N003485,neutral,legal_regulatory
N003491,neutral,other
N003492,neutral,ma_ownership
N003498,neutral,capital_issuance
N003499,neutral,dividend
N003500,neutral,dividend
N003504,neutral,debt_bond
